,tokens,intent,intents_nums,BIO,BIO_nums,tokens_list,translated,comments,translation,proj,source_dict,source_dict_light,transfer_dict,transfer_dict_light,BIO_list_trans,BIO_nums_list_trans
605,can i get the price range,request_pricerange,19,"['O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1]","['can', 'i', 'get', 'the', 'price', 'range']","{'text': 'Kann ich die Preisspanne bekommen', 'to': 'de', 'alignment': {'proj': '0:2-0:3 4:4-5:7 6:8-25:32 10:12-9:11 14:18-13:23'}}",1,Kann ich die Preisspanne bekommen,0:2-0:3 4:4-5:7 6:8-25:32 10:12-9:11 14:18-13:23,"{'0:2': ['can', 'O', 1], '4:4': ['i', 'O', 1], '6:8': ['get', 'O', 1], '10:12': ['the', 'O', 1], '14:18': ['price', 'O', 1], '20:24': ['range', 'O', 1]}","{0: ['can', 'O', 1], 4: ['i', 'O', 1], 6: ['get', 'O', 1], 10: ['the', 'O', 1], 14: ['price', 'O', 1], 20: ['range', 'O', 1]}","{'0:3': '0:2', '5:7': '4:4', '25:32': '6:8', '9:11': '10:12', '13:23': '14:18'}","{0: 0, 5: 4, 25: 6, 9: 10, 13: 14}","['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]"
606,i want to find a cheap restaurant,inform_pricerange,0,"['O', 'O', 'O', 'O', 'O', 'B-pricerange', 'O']","[1, 1, 1, 1, 1, 0, 1]","['i', 'want', 'to', 'find', 'a', 'cheap', 'restaurant']","{'text': 'Ich möchte ein billiges Restaurant finden', 'to': 'de', 'alignment': {'proj': '0:0-0:2 7:8-4:9 10:13-35:40 15:15-11:13 17:21-15:22 23:32-24:33'}}",1,Ich möchte ein billiges Restaurant finden,0:0-0:2 7:8-4:9 10:13-35:40 15:15-11:13 17:21-15:22 23:32-24:33,"{'0:0': ['i', 'O', 1], '2:5': ['want', 'O', 1], '7:8': ['to', 'O', 1], '10:13': ['find', 'O', 1], '15:15': ['a', 'O', 1], '17:21': ['cheap', 'B-pricerange', 0], '23:32': ['restaurant', 'O', 1]}","{0: ['i', 'O', 1], 2: ['want', 'O', 1], 7: ['to', 'O', 1], 10: ['find', 'O', 1], 15: ['a', 'O', 1], 17: ['cheap', 'B-pricerange', 0], 23: ['restaurant', 'O', 1]}","{'0:2': '0:0', '4:9': '7:8', '35:40': '10:13', '11:13': '15:15', '15:22': '17:21', '24:33': '23:32'}","{0: 0, 4: 7, 35: 10, 11: 15, 15: 17, 24: 23}","['O', 'O', 'O', 'B-pricerange', 'O', 'O']","[1, 1, 1, 0, 1, 1]"
607,restaurant in the east part of town that serves indonesian food,inform_area__inform_food,28,"['O', 'O', 'O', 'B-area', 'O', 'O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1]","['restaurant', 'in', 'the', 'east', 'part', 'of', 'town', 'that', 'serves', 'indonesian', 'food']","{'text': 'Restaurant im östlichen Teil der Stadt, das indonesische Küche serviert', 'to': 'de', 'alignment': {'proj': '0:9-0:9 11:12-11:12 18:21-14:22 23:26-24:27 28:29-29:31 36:39-33:38 36:39-40:42 41:46-63:70 48:57-44:55 59:62-57:61'}}",1,"Restaurant im östlichen Teil der Stadt, das indonesische Küche serviert",0:9-0:9 11:12-11:12 18:21-14:22 23:26-24:27 28:29-29:31 36:39-33:38 36:39-40:42 41:46-63:70 48:57-44:55 59:62-57:61,"{'0:9': ['restaurant', 'O', 1], '11:12': ['in', 'O', 1], '14:16': ['the', 'O', 1], '18:21': ['east', 'B-area', 2], '23:26': ['part', 'O', 1], '28:29': ['of', 'O', 1], '31:34': ['town', 'O', 1], '36:39': ['that', 'O', 1], '41:46': ['serves', 'O', 1], '48:57': ['indonesian', 'B-food', 3], '59:62': ['food', 'O', 1]}","{0: ['restaurant', 'O', 1], 11: ['in', 'O', 1], 14: ['the', 'O', 1], 18: ['east', 'B-area', 2], 23: ['part', 'O', 1], 28: ['of', 'O', 1], 31: ['town', 'O', 1], 36: ['that', 'O', 1], 41: ['serves', 'O', 1], 48: ['indonesian', 'B-food', 3], 59: ['food', 'O', 1]}","{'0:9': '0:9', '11:12': '11:12', '14:22': '18:21', '24:27': '23:26', '29:31': '28:29', '33:38': '36:39', '40:42': '36:39', '63:70': '41:46', '44:55': '48:57', '57:61': '59:62'}","{0: 0, 11: 11, 14: 18, 24: 23, 29: 28, 33: 36, 40: 36, 63: 41, 44: 48, 57: 59}","['O', 'O', 'B-area', 'O', 'O', 'O', 'O', 'B-food', 'O', 'O']","[1, 1, 2, 1, 1, 1, 1, 3, 1, 1]"
608,how about chinese food,inform_food__reqalts,15,"['O', 'O', 'B-food', 'O']","[1, 1, 3, 1]","['how', 'about', 'chinese', 'food']","{'text': 'wie wäre es mit chinesischem Essen', 'to': 'de', 'alignment': {'proj': '0:2-0:2 0:2-4:7 0:2-9:10 0:2-12:14 10:16-16:27 18:21-29:33'}}",1,wie wäre es mit chinesischem Essen,0:2-0:2 0:2-4:7 0:2-9:10 0:2-12:14 10:16-16:27 18:21-29:33,"{'0:2': ['how', 'O', 1], '4:8': ['about', 'O', 1], '10:16': ['chinese', 'B-food', 3], '18:21': ['food', 'O', 1]}","{0: ['how', 'O', 1], 4: ['about', 'O', 1], 10: ['chinese', 'B-food', 3], 18: ['food', 'O', 1]}","{'0:2': '0:2', '4:7': '0:2', '9:10': '0:2', '12:14': '0:2', '16:27': '10:16', '29:33': '18:21'}","{0: 0, 4: 0, 9: 0, 12: 0, 16: 10, 29: 18}","['O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 3, 1]"
609,address phone number post code,request_addr__request_phone__request_postcode,33,"['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['address', 'phone', 'number', 'post', 'code']","{'text': 'Adresse Telefonnummer Postleitzahl', 'to': 'de', 'alignment': {'proj': '0:6-0:6 8:12-8:20 21:24-22:33'}}",1,Adresse Telefonnummer Postleitzahl,0:6-0:6 8:12-8:20 21:24-22:33,"{'0:6': ['address', 'O', 1], '8:12': ['phone', 'O', 1], '14:19': ['number', 'O', 1], '21:24': ['post', 'O', 1], '26:29': ['code', 'O', 1]}","{0: ['address', 'O', 1], 8: ['phone', 'O', 1], 14: ['number', 'O', 1], 21: ['post', 'O', 1], 26: ['code', 'O', 1]}","{'0:6': '0:6', '8:20': '8:12', '22:33': '21:24'}","{0: 0, 8: 8, 22: 21}","['O', 'O', 'O']","[1, 1, 1]"
610,im looking for a moderately priced restaurant that serves scottish food,inform_food__inform_pricerange,10,"['O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 3, 1]","['im', 'looking', 'for', 'a', 'moderately', 'priced', 'restaurant', 'that', 'serves', 'scottish', 'food']","{'text': 'Ich suche nach einem preisgünstigen Restaurant, das schottische Küche serviert', 'to': 'de', 'alignment': {'proj': '0:1-0:2 3:9-4:8 3:9-10:13 15:15-15:19 28:33-21:34 46:49-36:46 46:49-48:50 51:56-70:77 58:65-52:62 67:70-64:68'}}",1,"Ich suche nach einem preisgünstigen Restaurant, das schottische Küche serviert",0:1-0:2 3:9-4:8 3:9-10:13 15:15-15:19 28:33-21:34 46:49-36:46 46:49-48:50 51:56-70:77 58:65-52:62 67:70-64:68,"{'0:1': ['im', 'O', 1], '3:9': ['looking', 'O', 1], '11:13': ['for', 'O', 1], '15:15': ['a', 'O', 1], '17:26': ['moderately', 'B-pricerange', 0], '28:33': ['priced', 'O', 1], '35:44': ['restaurant', 'O', 1], '46:49': ['that', 'O', 1], '51:56': ['serves', 'O', 1], '58:65': ['scottish', 'B-food', 3], '67:70': ['food', 'O', 1]}","{0: ['im', 'O', 1], 3: ['looking', 'O', 1], 11: ['for', 'O', 1], 15: ['a', 'O', 1], 17: ['moderately', 'B-pricerange', 0], 28: ['priced', 'O', 1], 35: ['restaurant', 'O', 1], 46: ['that', 'O', 1], 51: ['serves', 'O', 1], 58: ['scottish', 'B-food', 3], 67: ['food', 'O', 1]}","{'0:2': '0:1', '4:8': '3:9', '10:13': '3:9', '15:19': '15:15', '21:34': '28:33', '36:46': '46:49', '48:50': '46:49', '70:77': '51:56', '52:62': '58:65', '64:68': '67:70'}","{0: 0, 4: 3, 10: 3, 15: 15, 21: 28, 36: 46, 48: 46, 70: 51, 52: 58, 64: 67}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-food', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 3, 1, 1]"
611,im looking for a moderately priced restaurant that serves british food,inform_food__inform_pricerange,10,"['O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'O', 'O', 'B-food', 'O']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 3, 1]","['im', 'looking', 'for', 'a', 'moderately', 'priced', 'restaurant', 'that', 'serves', 'british', 'food']","{'text': 'Ich bin auf der Suche nach einem preisgünstigen Restaurant, das britische Küche serviert', 'to': 'de', 'alignment': {'proj': '0:1-0:2 3:9-4:6 3:9-8:10 3:9-12:14 3:9-22:25 11:13-16:20 15:15-27:31 17:26-33:46 46:49-48:58 46:49-60:62 51:56-80:87 58:64-64:72 66:69-74:78'}}",1,"Ich bin auf der Suche nach einem preisgünstigen Restaurant, das britische Küche serviert",0:1-0:2 3:9-4:6 3:9-8:10 3:9-12:14 3:9-22:25 11:13-16:20 15:15-27:31 17:26-33:46 46:49-48:58 46:49-60:62 51:56-80:87 58:64-64:72 66:69-74:78,"{'0:1': ['im', 'O', 1], '3:9': ['looking', 'O', 1], '11:13': ['for', 'O', 1], '15:15': ['a', 'O', 1], '17:26': ['moderately', 'B-pricerange', 0], '28:33': ['priced', 'O', 1], '35:44': ['restaurant', 'O', 1], '46:49': ['that', 'O', 1], '51:56': ['serves', 'O', 1], '58:64': ['british', 'B-food', 3], '66:69': ['food', 'O', 1]}","{0: ['im', 'O', 1], 3: ['looking', 'O', 1], 11: ['for', 'O', 1], 15: ['a', 'O', 1], 17: ['moderately', 'B-pricerange', 0], 28: ['priced', 'O', 1], 35: ['restaurant', 'O', 1], 46: ['that', 'O', 1], 51: ['serves', 'O', 1], 58: ['british', 'B-food', 3], 66: ['food', 'O', 1]}","{'0:2': '0:1', '4:6': '3:9', '8:10': '3:9', '12:14': '3:9', '22:25': '3:9', '16:20': '11:13', '27:31': '15:15', '33:46': '17:26', '48:58': '46:49', '60:62': '46:49', '80:87': '51:56', '64:72': '58:64', '74:78': '66:69'}","{0: 0, 4: 3, 8: 3, 12: 3, 22: 3, 16: 11, 27: 15, 33: 17, 48: 46, 60: 46, 80: 51, 64: 58, 74: 66}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O', 'B-food', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 3, 1, 1]"
612,expensive restaurant tuscan food,inform_food__inform_pricerange,10,"['B-pricerange', 'O', 'B-food', 'O']","[0, 1, 3, 1]","['expensive', 'restaurant', 'tuscan', 'food']","{'text': 'teures Restaurant toskanisches Essen', 'to': 'de', 'alignment': {'proj': '0:8-0:5 10:19-7:16 21:26-18:29 28:31-31:35'}}",1,teures Restaurant toskanisches Essen,0:8-0:5 10:19-7:16 21:26-18:29 28:31-31:35,"{'0:8': ['expensive', 'B-pricerange', 0], '10:19': ['restaurant', 'O', 1], '21:26': ['tuscan', 'B-food', 3], '28:31': ['food', 'O', 1]}","{0: ['expensive', 'B-pricerange', 0], 10: ['restaurant', 'O', 1], 21: ['tuscan', 'B-food', 3], 28: ['food', 'O', 1]}","{'0:5': '0:8', '7:16': '10:19', '18:29': '21:26', '31:35': '28:31'}","{0: 0, 7: 10, 18: 21, 31: 28}","['B-pricerange', 'O', 'B-food', 'O']","[0, 1, 3, 1]"
613,okay change restaurant,unknown,7,"['O', 'O', 'O']","[1, 1, 1]","['okay', 'change', 'restaurant']","{'text': 'okay Restaurant wechseln', 'to': 'de', 'alignment': {'proj': '0:3-0:3 5:10-16:23 12:21-5:14'}}",1,okay Restaurant wechseln,0:3-0:3 5:10-16:23 12:21-5:14,"{'0:3': ['okay', 'O', 1], '5:10': ['change', 'O', 1], '12:21': ['restaurant', 'O', 1]}","{0: ['okay', 'O', 1], 5: ['change', 'O', 1], 12: ['restaurant', 'O', 1]}","{'0:3': '0:3', '16:23': '5:10', '5:14': '12:21'}","{0: 0, 16: 5, 5: 12}","['O', 'O', 'O']","[1, 1, 1]"
614,im looking for air tran food in the south part of town,inform_area__inform_food,28,"['O', 'O', 'O', 'B-food', 'I-food', 'O', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 3, 8, 1, 1, 1, 2, 1, 1, 1]","['im', 'looking', 'for', 'air', 'tran', 'food', 'in', 'the', 'south', 'part', 'of', 'town']","{'text': 'Ich bin auf der Suche nach Airtran Essen im südlichen Teil der Stadt', 'to': 'de', 'alignment': {'proj': '0:1-0:2 3:9-4:6 3:9-8:10 3:9-12:14 3:9-16:20 3:9-22:25 19:22-27:33 24:27-35:39 29:30-41:42 36:40-44:52 42:45-54:57 47:48-59:61 50:53-63:67'}}",1,Ich bin auf der Suche nach Airtran Essen im südlichen Teil der Stadt,0:1-0:2 3:9-4:6 3:9-8:10 3:9-12:14 3:9-16:20 3:9-22:25 19:22-27:33 24:27-35:39 29:30-41:42 36:40-44:52 42:45-54:57 47:48-59:61 50:53-63:67,"{'0:1': ['im', 'O', 1], '3:9': ['looking', 'O', 1], '11:13': ['for', 'O', 1], '15:17': ['air', 'B-food', 3], '19:22': ['tran', 'I-food', 8], '24:27': ['food', 'O', 1], '29:30': ['in', 'O', 1], '32:34': ['the', 'O', 1], '36:40': ['south', 'B-area', 2], '42:45': ['part', 'O', 1], '47:48': ['of', 'O', 1], '50:53': ['town', 'O', 1]}","{0: ['im', 'O', 1], 3: ['looking', 'O', 1], 11: ['for', 'O', 1], 15: ['air', 'B-food', 3], 19: ['tran', 'I-food', 8], 24: ['food', 'O', 1], 29: ['in', 'O', 1], 32: ['the', 'O', 1], 36: ['south', 'B-area', 2], 42: ['part', 'O', 1], 47: ['of', 'O', 1], 50: ['town', 'O', 1]}","{'0:2': '0:1', '4:6': '3:9', '8:10': '3:9', '12:14': '3:9', '16:20': '3:9', '22:25': '3:9', '27:33': '19:22', '35:39': '24:27', '41:42': '29:30', '44:52': '36:40', '54:57': '42:45', '59:61': '47:48', '63:67': '50:53'}","{0: 0, 4: 3, 8: 3, 12: 3, 16: 3, 22: 3, 27: 19, 35: 24, 41: 29, 44: 36, 54: 42, 59: 47, 63: 50}","['O', 'O', 'O', 'O', 'O', 'O', 'I-food', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 8, 1, 1, 2, 1, 1, 1]"
615,noise thank you goodbye,thankyou,25,"['O', 'O', 'O', 'O']","[1, 1, 1, 1]","['noise', 'thank', 'you', 'goodbye']","{'text': 'Lärm danke auf Wiedersehen', 'to': 'de', 'alignment': {'proj': '0:4-0:3 6:10-5:9 16:22-11:13 16:22-15:25'}}",1,Lärm danke auf Wiedersehen,0:4-0:3 6:10-5:9 16:22-11:13 16:22-15:25,"{'0:4': ['noise', 'O', 1], '6:10': ['thank', 'O', 1], '12:14': ['you', 'O', 1], '16:22': ['goodbye', 'O', 1]}","{0: ['noise', 'O', 1], 6: ['thank', 'O', 1], 12: ['you', 'O', 1], 16: ['goodbye', 'O', 1]}","{'0:3': '0:4', '5:9': '6:10', '11:13': '16:22', '15:25': '16:22'}","{0: 0, 5: 6, 11: 16, 15: 16}","['O', 'O', 'O', 'O']","[1, 1, 1, 1]"
616,moderately priced restaurant north part of town,inform_area__inform_pricerange,8,"['B-pricerange', 'O', 'O', 'B-area', 'O', 'O', 'O']","[0, 1, 1, 2, 1, 1, 1]","['moderately', 'priced', 'restaurant', 'north', 'part', 'of', 'town']","{'text': 'preisgünstiges Restaurant nördlicher Teil der Stadt', 'to': 'de', 'alignment': {'proj': '18:27-0:13 18:27-15:24 29:33-26:35 35:38-37:40 40:41-42:44 43:46-46:50'}}",1,preisgünstiges Restaurant nördlicher Teil der Stadt,18:27-0:13 18:27-15:24 29:33-26:35 35:38-37:40 40:41-42:44 43:46-46:50,"{'0:9': ['moderately', 'B-pricerange', 0], '11:16': ['priced', 'O', 1], '18:27': ['restaurant', 'O', 1], '29:33': ['north', 'B-area', 2], '35:38': ['part', 'O', 1], '40:41': ['of', 'O', 1], '43:46': ['town', 'O', 1]}","{0: ['moderately', 'B-pricerange', 0], 11: ['priced', 'O', 1], 18: ['restaurant', 'O', 1], 29: ['north', 'B-area', 2], 35: ['part', 'O', 1], 40: ['of', 'O', 1], 43: ['town', 'O', 1]}","{'0:13': '18:27', '15:24': '18:27', '26:35': '29:33', '37:40': '35:38', '42:44': '40:41', '46:50': '43:46'}","{0: 18, 15: 18, 26: 29, 37: 35, 42: 40, 46: 43}","['O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 2, 1, 1, 1]"
617,find australian restaurant in north part of town,inform_area__inform_food,28,"['O', 'B-food', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 3, 1, 1, 2, 1, 1, 1]","['find', 'australian', 'restaurant', 'in', 'north', 'part', 'of', 'town']","{'text': 'Finden Sie ein australisches Restaurant im norden Teil der Stadt', 'to': 'de', 'alignment': {'proj': '0:3-0:5 0:3-7:9 5:14-11:13 5:14-15:27 16:25-29:38 27:28-40:41 30:34-43:48 36:39-50:53 41:42-55:57 44:47-59:63'}}",1,Finden Sie ein australisches Restaurant im norden Teil der Stadt,0:3-0:5 0:3-7:9 5:14-11:13 5:14-15:27 16:25-29:38 27:28-40:41 30:34-43:48 36:39-50:53 41:42-55:57 44:47-59:63,"{'0:3': ['find', 'O', 1], '5:14': ['australian', 'B-food', 3], '16:25': ['restaurant', 'O', 1], '27:28': ['in', 'O', 1], '30:34': ['north', 'B-area', 2], '36:39': ['part', 'O', 1], '41:42': ['of', 'O', 1], '44:47': ['town', 'O', 1]}","{0: ['find', 'O', 1], 5: ['australian', 'B-food', 3], 16: ['restaurant', 'O', 1], 27: ['in', 'O', 1], 30: ['north', 'B-area', 2], 36: ['part', 'O', 1], 41: ['of', 'O', 1], 44: ['town', 'O', 1]}","{'0:5': '0:3', '7:9': '0:3', '11:13': '5:14', '15:27': '5:14', '29:38': '16:25', '40:41': '27:28', '43:48': '30:34', '50:53': '36:39', '55:57': '41:42', '59:63': '44:47'}","{0: 0, 7: 0, 11: 5, 15: 5, 29: 16, 40: 27, 43: 30, 50: 36, 55: 41, 59: 44}","['O', 'O', 'B-food', 'B-food', 'O', 'O', 'B-area', 'O', 'O', 'O']","[1, 1, 3, 3, 1, 1, 2, 1, 1, 1]"
618,find indian restaurant in north of town,inform_area__inform_food,28,"['O', 'B-food', 'O', 'O', 'B-area', 'O', 'O']","[1, 3, 1, 1, 2, 1, 1]","['find', 'indian', 'restaurant', 'in', 'north', 'of', 'town']","{'text': 'Finden Sie ein indisches Restaurant im Norden der Stadt', 'to': 'de', 'alignment': {'proj': '0:3-0:5 0:3-7:9 5:10-11:13 5:10-15:23 12:21-25:34 23:24-36:37 26:30-39:44 32:33-46:48 35:38-50:54'}}",1,Finden Sie ein indisches Restaurant im Norden der Stadt,0:3-0:5 0:3-7:9 5:10-11:13 5:10-15:23 12:21-25:34 23:24-36:37 26:30-39:44 32:33-46:48 35:38-50:54,"{'0:3': ['find', 'O', 1], '5:10': ['indian', 'B-food', 3], '12:21': ['restaurant', 'O', 1], '23:24': ['in', 'O', 1], '26:30': ['north', 'B-area', 2], '32:33': ['of', 'O', 1], '35:38': ['town', 'O', 1]}","{0: ['find', 'O', 1], 5: ['indian', 'B-food', 3], 12: ['restaurant', 'O', 1], 23: ['in', 'O', 1], 26: ['north', 'B-area', 2], 32: ['of', 'O', 1], 35: ['town', 'O', 1]}","{'0:5': '0:3', '7:9': '0:3', '11:13': '5:10', '15:23': '5:10', '25:34': '12:21', '36:37': '23:24', '39:44': '26:30', '46:48': '32:33', '50:54': '35:38'}","{0: 0, 7: 0, 11: 5, 15: 5, 25: 12, 36: 23, 39: 26, 46: 32, 50: 35}","['O', 'O', 'B-food', 'B-food', 'O', 'O', 'B-area', 'O', 'O']","[1, 1, 3, 3, 1, 1, 2, 1, 1]"
619,asian food,inform_food,6,"['B-food', 'O']","[3, 1]","['asian', 'food']","{'text': 'asiatisches Essen', 'to': 'de', 'alignment': {'proj': '0:4-0:10 6:9-12:16'}}",1,asiatisches Essen,0:4-0:10 6:9-12:16,"{'0:4': ['asian', 'B-food', 3], '6:9': ['food', 'O', 1]}","{0: ['asian', 'B-food', 3], 6: ['food', 'O', 1]}","{'0:10': '0:4', '12:16': '6:9'}","{0: 0, 12: 6}","['B-food', 'O']","[3, 1]"
620,expensive restaurant in the east,inform_area__inform_pricerange,8,"['B-pricerange', 'O', 'O', 'O', 'B-area']","[0, 1, 1, 1, 2]","['expensive', 'restaurant', 'in', 'the', 'east']","{'text': 'teures Restaurant im Osten', 'to': 'de', 'alignment': {'proj': '0:8-0:5 10:19-7:16 24:26-18:19 28:31-21:25'}}",1,teures Restaurant im Osten,0:8-0:5 10:19-7:16 24:26-18:19 28:31-21:25,"{'0:8': ['expensive', 'B-pricerange', 0], '10:19': ['restaurant', 'O', 1], '21:22': ['in', 'O', 1], '24:26': ['the', 'O', 1], '28:31': ['east', 'B-area', 2]}","{0: ['expensive', 'B-pricerange', 0], 10: ['restaurant', 'O', 1], 21: ['in', 'O', 1], 24: ['the', 'O', 1], 28: ['east', 'B-area', 2]}","{'0:5': '0:8', '7:16': '10:19', '18:19': '24:26', '21:25': '28:31'}","{0: 0, 7: 10, 18: 24, 21: 28}","['B-pricerange', 'O', 'O', 'B-area']","[0, 1, 1, 2]"
621,where is the phone number,request_phone,4,"['O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1]","['where', 'is', 'the', 'phone', 'number']","{'text': 'Wobei die Telefonnummer ist', 'to': 'de', 'alignment': {'proj': '0:4-0:4 6:7-6:8 6:7-24:26 13:17-10:22'}}",1,Wobei die Telefonnummer ist,0:4-0:4 6:7-6:8 6:7-24:26 13:17-10:22,"{'0:4': ['where', 'O', 1], '6:7': ['is', 'O', 1], '9:11': ['the', 'O', 1], '13:17': ['phone', 'O', 1], '19:24': ['number', 'O', 1]}","{0: ['where', 'O', 1], 6: ['is', 'O', 1], 9: ['the', 'O', 1], 13: ['phone', 'O', 1], 19: ['number', 'O', 1]}","{'0:4': '0:4', '6:8': '6:7', '24:26': '6:7', '10:22': '13:17'}","{0: 0, 6: 6, 24: 6, 10: 13}","['O', 'O', 'O', 'O']","[1, 1, 1, 1]"
622,expensive restaurant it should serve persian food,inform_food__inform_pricerange,10,"['B-pricerange', 'O', 'O', 'O', 'O', 'B-food', 'O']","[0, 1, 1, 1, 1, 3, 1]","['expensive', 'restaurant', 'it', 'should', 'serve', 'persian', 'food']","{'text': 'teures Restaurant, das persisches Essen servieren sollte', 'to': 'de', 'alignment': {'proj': '0:8-0:5 10:19-7:17 21:22-19:21 24:29-50:55 31:35-40:48 37:43-23:32 45:48-34:38'}}",1,"teures Restaurant, das persisches Essen servieren sollte",0:8-0:5 10:19-7:17 21:22-19:21 24:29-50:55 31:35-40:48 37:43-23:32 45:48-34:38,"{'0:8': ['expensive', 'B-pricerange', 0], '10:19': ['restaurant', 'O', 1], '21:22': ['it', 'O', 1], '24:29': ['should', 'O', 1], '31:35': ['serve', 'O', 1], '37:43': ['persian', 'B-food', 3], '45:48': ['food', 'O', 1]}","{0: ['expensive', 'B-pricerange', 0], 10: ['restaurant', 'O', 1], 21: ['it', 'O', 1], 24: ['should', 'O', 1], 31: ['serve', 'O', 1], 37: ['persian', 'B-food', 3], 45: ['food', 'O', 1]}","{'0:5': '0:8', '7:17': '10:19', '19:21': '21:22', '50:55': '24:29', '40:48': '31:35', '23:32': '37:43', '34:38': '45:48'}","{0: 0, 7: 10, 19: 21, 50: 24, 40: 31, 23: 37, 34: 45}","['B-pricerange', 'O', 'O', 'B-food', 'O', 'O', 'O']","[0, 1, 1, 3, 1, 1, 1]"
623,european type of food,inform_food,6,"['B-food', 'O', 'O', 'O']","[3, 1, 1, 1]","['european', 'type', 'of', 'food']","{'text': 'europäische Art von Lebensmitteln', 'to': 'de', 'alignment': {'proj': '0:7-0:10 9:12-12:14 14:15-16:18 17:20-20:32'}}",1,europäische Art von Lebensmitteln,0:7-0:10 9:12-12:14 14:15-16:18 17:20-20:32,"{'0:7': ['european', 'B-food', 3], '9:12': ['type', 'O', 1], '14:15': ['of', 'O', 1], '17:20': ['food', 'O', 1]}","{0: ['european', 'B-food', 3], 9: ['type', 'O', 1], 14: ['of', 'O', 1], 17: ['food', 'O', 1]}","{'0:10': '0:7', '12:14': '9:12', '16:18': '14:15', '20:32': '17:20'}","{0: 0, 12: 9, 16: 14, 20: 17}","['B-food', 'O', 'O', 'O']","[3, 1, 1, 1]"
624,area of venue,request_area,16,"['O', 'O', 'O']","[1, 1, 1]","['area', 'of', 'venue']","{'text': 'Bereich des Veranstaltungsortes', 'to': 'de', 'alignment': {'proj': '0:3-0:6 5:6-8:10 8:12-12:30'}}",1,Bereich des Veranstaltungsortes,0:3-0:6 5:6-8:10 8:12-12:30,"{'0:3': ['area', 'O', 1], '5:6': ['of', 'O', 1], '8:12': ['venue', 'O', 1]}","{0: ['area', 'O', 1], 5: ['of', 'O', 1], 8: ['venue', 'O', 1]}","{'0:6': '0:3', '8:10': '5:6', '12:30': '8:12'}","{0: 0, 8: 5, 12: 8}","['O', 'O', 'O']","[1, 1, 1]"
625,im sorry im looking for a moderate priced restaurant,inform_pricerange,0,"['O', 'O', 'O', 'O', 'O', 'O', 'B-pricerange', 'O', 'O']","[1, 1, 1, 1, 1, 1, 0, 1, 1]","['im', 'sorry', 'im', 'looking', 'for', 'a', 'moderate', 'priced', 'restaurant']","{'text': 'Es tut mir leid, dass ich nach einem preisgünstigen Restaurant suche', 'to': 'de', 'alignment': {'proj': '3:7-0:1 3:7-3:5 3:7-7:9 3:7-11:15 9:10-17:20 12:18-22:24 12:18-63:67 24:24-26:29 24:24-31:35 35:40-37:50 42:51-52:61'}}",1,"Es tut mir leid, dass ich nach einem preisgünstigen Restaurant suche",3:7-0:1 3:7-3:5 3:7-7:9 3:7-11:15 9:10-17:20 12:18-22:24 12:18-63:67 24:24-26:29 24:24-31:35 35:40-37:50 42:51-52:61,"{'0:1': ['im', 'O', 1], '3:7': ['sorry', 'O', 1], '9:10': ['im', 'O', 1], '12:18': ['looking', 'O', 1], '20:22': ['for', 'O', 1], '24:24': ['a', 'O', 1], '26:33': ['moderate', 'B-pricerange', 0], '35:40': ['priced', 'O', 1], '42:51': ['restaurant', 'O', 1]}","{0: ['im', 'O', 1], 3: ['sorry', 'O', 1], 9: ['im', 'O', 1], 12: ['looking', 'O', 1], 20: ['for', 'O', 1], 24: ['a', 'O', 1], 26: ['moderate', 'B-pricerange', 0], 35: ['priced', 'O', 1], 42: ['restaurant', 'O', 1]}","{'0:1': '3:7', '3:5': '3:7', '7:9': '3:7', '11:15': '3:7', '17:20': '9:10', '22:24': '12:18', '63:67': '12:18', '26:29': '24:24', '31:35': '24:24', '37:50': '35:40', '52:61': '42:51'}","{0: 3, 3: 3, 7: 3, 11: 3, 17: 9, 22: 12, 63: 12, 26: 24, 31: 24, 37: 35, 52: 42}","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
